Time_PC,Time_Dev,Target,Yaw,Rate,Servo_Angle,Servo_PWM
1768639991.5602376,7340,0.0,-12.5,-59.47,115.0,364.0
1768639991.596379,7360,0.0,-13.35,-33.89,115.0,364.0
1768639991.6135879,7380,0.0,-13.85,-20.81,115.0,364.0
1768639991.6614025,7400,0.0,-14.23,-16.33,115.0,364.0
1768639991.684286,7420,0.0,-14.53,-16.07,115.0,364.0
1768639991.6852772,7440,0.0,-14.77,-12.89,115.0,364.0
1768639991.6863694,7460,0.0,-14.96,-3.72,115.0,364.0
1768639991.6872663,7480,0.0,-15.08,-7.5,115.0,364.0
1768639991.6964846,7500,0.0,-15.13,0.26,115.0,364.0
1768639991.7058742,7520,0.0,-15.1,8.64,115.0,364.0
1768639991.7675583,7540,0.0,-14.43,51.52,65.0,250.0
1768639991.7779257,7560,0.0,-13.12,67.01,65.0,250.0
1768639991.7821708,7580,0.0,-11.88,59.08,65.0,250.0
1768639991.8112864,7600,0.0,-10.27,85.61,65.0,250.0
1768639991.8260443,7620,0.0,-8.23,110.3,65.0,250.0
1768639991.8434525,7640,0.0,-5.72,138.81,65.0,250.0
1768639991.8570442,7660,0.0,-3.26,136.45,65.0,250.0
1768639991.8688302,7680,0.0,-0.64,130.06,65.0,250.0
1768639991.9004853,7700,0.0,1.91,120.44,65.0,250.0
1768639991.921523,7720,0.0,4.54,137.69,65.0,250.0
1768639991.9310923,7740,0.0,7.02,143.2,65.0,250.0
1768639991.9518547,7760,0.0,9.78,109.45,65.0,250.0
1768639992.0009518,7780,0.0,11.83,99.45,65.0,250.0
1768639992.0326111,7800,0.0,13.46,68.33,65.0,250.0
1768639992.0659811,7820,0.0,15.11,98.72,65.0,250.0
1768639992.0893316,7840,0.0,16.92,95.69,65.0,250.0
1768639992.09797,7860,0.0,19.16,115.3,65.0,250.0
1768639992.1124797,7880,0.0,21.33,106.71,65.0,250.0
1768639992.1164644,7900,0.0,23.34,96.18,65.0,250.0
1768639992.1173072,7920,0.0,24.92,64.75,65.0,250.0
1768639992.1457527,7940,0.0,25.92,37.02,65.0,250.0
1768639992.156795,7960,0.0,26.89,56.58,65.0,250.0
1768639992.1985748,7980,0.0,27.83,39.23,65.0,250.0
1768639992.212664,8000,0.0,28.62,35.93,65.0,250.0
1768639992.2216864,8020,0.0,29.23,24.16,65.0,250.0
1768639992.246936,8040,0.0,29.5,8.52,65.0,250.0
1768639992.2575767,8060,0.0,29.79,21.88,65.0,250.0
1768639992.2794971,8080,0.0,30.35,32.35,65.0,250.0
1768639992.3070982,8100,0.0,31.05,40.61,65.0,250.0
1768639992.3222976,8120,0.0,31.49,1.43,65.0,250.0
1768639992.3380961,8140,0.0,31.49,0.02,65.0,250.0
1768639992.3477998,8160,0.0,31.49,-0.08,65.0,250.0
1768639992.3690584,8180,0.0,31.49,0.03,65.0,250.0
1768639992.4136298,8200,0.0,31.49,-0.01,65.0,250.0
1768639992.4252708,8220,0.0,31.49,-0.08,65.0,250.0
1768639992.4361105,8240,0.0,31.49,-0.13,65.0,250.0
1768639992.4690442,8260,0.0,31.48,-4.77,65.0,250.0
1768639992.4787982,8280,0.0,30.83,-43.84,115.0,364.0
1768639992.5176363,8300,0.0,29.68,-58.06,115.0,364.0
1768639992.5302439,8320,0.0,28.77,-34.27,115.0,364.0
1768639992.549926,8340,0.0,28.19,-24.26,115.0,364.0
