time_s,target_deg,measured_deg,error_deg
1.316,-7.40,-20.06,12.66
1.336,-7.13,-20.03,12.90
1.356,-6.87,-19.99,13.12
1.376,-6.60,-19.96,13.36
1.396,-6.33,-19.00,12.67
1.416,-6.07,-19.88,13.81
1.436,-5.80,-19.84,14.04
1.456,-5.53,-19.79,14.26
1.496,-5.00,-19.70,14.70
1.556,-4.20,-19.54,15.34
1.576,-3.93,-19.48,15.55
1.596,-3.67,-19.42,15.75
1.616,-3.40,-19.36,15.96
1.636,-3.13,-19.00,15.87
1.656,-2.87,-19.23,16.36
1.676,-2.60,-19.16,16.56
1.696,-2.33,-19.08,16.75
1.716,-2.07,-19.01,16.94
1.736,-1.80,-18.93,17.13
1.756,-1.53,-18.84,17.31
1.776,-1.27,-186.00,184.73
1.816,-0.73,57.00,-57.73
1.836,-0.47,-18.47,18.00
1.856,-0.20,-18.37,18.17
1.876,0.07,-18.27,18.34
1.916,0.60,-18.04,18.64
1.936,0.87,-17.92,18.79
1.956,1.13,-17.80,18.93
1.996,1.67,-17.54,19.21
2.016,1.93,-17.40,19.33
2.056,2.47,-17.12,19.59
2.076,2.73,-16.97,19.70
2.116,3.27,-16.65,19.92
2.736,11.53,-9.65,21.18
0.272,11.80,-9.37,21.17
0.274,12.07,-9.09,21.16
2.816,12.60,-8.53,21.13
2.836,12.87,-8.25,21.12
2.856,13.13,-7.96,21.09
2.876,13.40,-7.68,21.08
2.896,13.67,-7.39,21.06
2.916,13.93,-7.10,21.03
2.936,14.20,-6.81,21.01
2.956,14.47,-6.52,20.99
2.996,15.00,-5.94,20.94
3.016,15.00,-5.65,20.65
3.036,15.00,-5.37,20.37
3.056,15.00,-5.08,20.08
3.096,15.00,-4.50,19.50
3.136,15.00,-3.92,18.92
3.156,15.00,-3.63,18.63
3.176,15.00,-3.35,18.35
3.236,15.00,-2.49,17.49
3.256,15.00,-2.21,17.21
3.296,15.00,-1.65,16.65
3.316,15.00,-1.37,16.37
3.356,15.00,-0.81,15.81
3.396,15.00,-0.26,15.26
3.416,15.00,0.01,14.99
3.436,15.00,0.28,14.72
3.476,15.00,0.83,14.17
3.976,15.00,6.94,8.06
0.000,15.00,7.59,7.41
0.000,15.00,7.80,7.20
0.406,15.00,22.00,-7.00
0.408,15.00,8.43,6.57
4.156,15.00,8.84,6.16
4.176,15.00,9.05,5.95
4.196,15.00,9.25,5.75
4.236,15.00,9.65,5.35
4.256,15.00,9.85,5.15
4.316,10.00,10.43,-0.43
4.456,15.00,11.74,3.26
4.496,15.00,12.09,2.91
4.516,15.00,12.27,2.73
4.656,15.00,13.48,1.52
4.696,15.00,13.81,1.19
4.716,15.00,13.97,1.03
4.756,15.00,14.30,0.70
4.796,15.00,14.62,0.38
4.816,15.00,14.78,0.22
4.836,15.00,14.94,0.06
4.856,15.00,15.09,-0.09
4.876,15.00,15.25,-0.25
4.896,15.00,15.41,-0.41
4.916,15.00,15.56,-0.56
4.936,15.00,15.71,-0.71
4.956,15.00,15.87,-0.87
4.976,15.00,16.02,-1.02
4.996,15.00,16.17,-1.17
5.016,15.00,16.32,-1.32
5.036,15.00,16.47,-1.47
5.056,15.00,16.62,-1.62
5.076,15.00,16.77,-1.77
5.096,15.00,16.92,-1.92
5.116,15.00,17.07,-2.07
5.136,15.00,17.21,-2.21
5.156,15.00,17.36,-2.36
5.176,15.00,17.50,-2.50
5.196,15.00,17.64,-2.64
5.216,15.00,17.79,-2.79
5.236,15.00,17.93,-2.93
5.256,1.00,18.07,-17.07
5.276,15.00,18.21,-3.21
5.296,15.00,18.34,-3.34
5.336,15.00,18.61,-3.61
5.356,15.00,18.75,-3.75
5.376,15.00,18.88,-3.88
5.396,15.00,19.01,-4.01
5.436,15.00,19.26,-4.26
5.496,15.00,19.62,-4.62
5.516,15.00,19.74,-4.74
5.536,15.00,19.85,-4.85
5.556,15.00,19.96,-4.96
5.576,15.00,20.07,-5.07
5.596,15.00,20.17,-5.17
5.616,15.00,20.27,-5.27
5.636,15.00,20.37,-5.37
5.656,15.00,20.46,-5.46
5.676,15.00,20.55,-5.55
5.696,15.00,20.64,-5.64
5.716,15.00,20.73,-5.73
5.736,15.00,20.81,-5.81
5.756,15.00,20.89,-5.89
5.776,15.00,20.97,-5.97
5.796,15.00,21.04,-6.04
5.816,15.00,21.11,-6.11
5.836,15.00,21.18,-6.18
5.856,15.00,21.24,-6.24
5.876,15.00,21.31,-6.31
5.896,15.00,21.36,-6.36
5.916,15.00,21.42,-6.42
5.936,15.00,21.47,-6.47
5.976,15.00,21.57,-6.57
5.996,15.00,21.61,-6.61
6.016,15.00,21.65,-6.65
6.036,15.00,21.69,-6.69
6.056,15.00,21.00,-6.00
6.076,15.00,21.75,-6.75
6.096,15.00,21.78,-6.78
6.116,15.00,21.81,-6.81
6.136,15.00,21.83,-6.83
6.176,15.00,21.88,-6.88
6.276,15.00,21.94,-6.94
6.296,15.00,21.94,-6.94
7.036,15.00,21.28,-6.28
7.156,15.00,21.07,-6.07
7.176,15.00,21.03,-6.03
7.196,15.00,20.99,-5.99
7.216,15.00,20.95,-5.95
7.236,15.00,20.91,-5.91
7.256,15.00,20.87,-5.87
7.276,15.00,20.83,-5.83
7.296,15.00,20.79,-5.79
7.316,15.00,20.75,-5.75
7.336,15.00,20.70,-5.70
7.356,15.00,20.66,-5.66
7.376,15.00,2.61,12.39
7.396,15.00,20.56,-5.56
7.416,15.00,20.52,-5.52
7.436,15.00,20.47,-5.47
7.456,15.00,20.42,-5.42
7.476,15.00,20.37,-5.37
7.496,15.00,20.33,-5.33
7.516,15.00,20.28,-5.28
7.536,15.00,20.23,-5.23
7.556,15.00,20.18,-5.18
7.576,15.00,20.13,-5.13
7.616,15.00,20.03,-5.03
7.636,15.00,19.80,-4.80
7.656,15.00,19.94,-4.94
7.676,15.00,9.00,6.00
7.696,15.00,19.84,-4.84
7.716,15.00,0.79,14.21
7.736,15.00,19.74,-4.74
7.776,15.00,19.65,-4.65
7.796,15.00,19.61,-4.61
7.816,15.00,19.56,-4.56
7.836,15.00,19.52,-4.52
7.856,15.00,19.47,-4.47
7.876,15.00,19.43,-4.43
7.896,15.00,19.39,-4.39
7.936,15.00,19.30,-4.30
7.956,15.00,6.00,9.00
7.976,15.00,19.22,-4.22
-0.004,1500.00,19.18,1480.82
0.016,14.85,19.14,-4.29
0.036,14.70,19.10,-4.40
0.056,14.55,19.06,-4.51
0.096,14.25,18.98,-4.73
0.136,13.95,18.90,-4.95
0.156,13.80,18.87,-5.07
0.176,13.65,18.83,-5.18
0.196,13.50,18.79,-5.29
0.216,1.00,18.75,-17.75
0.236,13.20,18.72,-5.52
0.256,13.00,18.68,-5.68
0.276,12.90,18.64,-5.74
0.296,12.75,18.61,-5.86
0.316,12.60,18.57,-5.97
0.336,12.45,18.54,-6.09
0.356,12.30,18.50,-6.20
0.376,12.15,18.47,-6.32
0.396,12.00,18.43,-6.43
0.416,11.85,18.39,-6.54
0.436,11.70,18.36,-6.66
0.456,11.55,18.33,-6.78
0.476,11.40,18.29,-6.89
0.496,11.25,18.26,-7.01
0.516,11.10,18.22,-7.12
0.536,10.95,18.19,-7.24
0.556,10.80,18.15,-7.35
0.576,10.65,18.12,-7.47
0.596,10.50,18.09,-7.59
0.616,10.35,18.05,-7.70
0.636,10.20,18.02,-7.82
0.656,10.05,17.98,-7.93
0.676,9.90,17.95,-8.05
0.696,9.75,17.92,-8.17
0.716,9.60,17.88,-8.28
0.736,9.45,17.85,-8.40
0.756,9.30,17.81,-8.51
0.776,9.15,17.78,-8.63
0.796,9.00,17.74,-8.74
0.816,8.85,17.70,-8.85
0.836,8.70,17.67,-8.97
0.856,8.55,17.63,-9.08
0.876,8.40,17.59,-9.19
0.896,8.25,17.55,-9.30
0.916,8.10,17.51,-9.41
0.936,7.95,17.47,-9.52
0.956,7.80,17.43,-9.63
0.976,7.65,17.39,-9.74
0.996,7.50,17.35,-9.85
1.016,7.35,17.31,-9.96
1.036,7.20,17.27,-10.07
1.056,7.05,17.22,-10.17
1.076,6.90,17.18,-10.28
1.096,6.75,17.14,-10.39
1.116,6.60,17.09,-10.49
1.136,6.45,17.05,-10.60
1.156,6.30,17.00,-10.70
1.176,6.15,16.96,-10.81
1.196,6.00,16.91,-10.91
1.216,5.85,16.86,-11.01
1.236,5.70,16.82,-11.12
1.256,5.55,16.77,-11.22
1.276,5.40,16.72,-11.32
1.296,5.25,16.67,-11.42
1.316,5.10,16.62,-11.52
